Id,latitud,longitd,ar_n_mt,nndist_mean,area_mean,perimeter_mean,compact_mean,angle_mean,shape_mean,wealth_index,median_age,NDWI,EVI,temperature_c,soil_moisture_index,distance_to_water_m,sanitation_index,classification,tpr
367,7.37363281,3.93745503,191.5727,11.76534132,191.5726513,55.52945749,0.780722171,204.0083722,0.623161963,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.550505051
368,7.37687555,3.9349472,152.8614,11.78718403,152.8614397,49.4778164,0.784669479,330.4148175,0.629332457,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.55959596
369,7.37749516,3.92343481,149.6114,7.478579226,149.6114306,49.15846834,0.777997057,150.4148155,0.6199931,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.535353535
370,7.38141249,3.9228554,153.8782,10.20617105,153.8782318,51.61371339,0.725866644,294.195742,0.584967208,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.585858586
371,7.38016348,3.93816097,92.8479,16.27186218,92.84793101,39.1588076,0.760892278,36.41542686,0.592487996,0.385714286,40,0.187755102,0.247959184,29.51724138,0.38877551,1008.163265,0.578571429,5,0.447474747
372,7.37710913,3.93300338,211.7467,16.11303194,211.7466584,59.32362647,0.756085738,112.1396155,0.585482036,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.42020202
373,7.37972741,3.91867392,9.868,8.747933431,9.867966174,12.56318054,0.785666643,203.3818606,0.632012917,0.687755102,27,0.004081633,0.18877551,23.37931034,0.243877551,1153.061224,0.67244898,1,0.403030303
374,7.37871967,3.9381711,233.261,8.309481752,233.2610221,65.9379641,0.674187927,7.038596946,0.475273542,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.791919192
375,7.38538156,3.92129923,10.9152,12.20903967,10.91523072,13.19341093,0.788004332,134.1337074,0.634899053,0.687755102,27,0.004081633,0.18877551,23.37931034,0.243877551,1153.061224,0.67244898,1,0.160606061
376,7.3857441,3.9275143,76.4102,9.157119629,76.41024986,38.77677657,0.638584062,200.5932145,0.432795763,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.505050505
377,7.37640496,3.93325407,221.8833,14.69789423,221.883316,64.74843927,0.665083086,62.50236207,0.53656036,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.472727273
378,7.38523321,3.92074113,196.5137,10.5140114,196.5137167,56.40547125,0.776176107,331.0448155,0.616091072,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.550505051
379,7.37857177,3.93302439,157.8193,13.61488913,157.819283,50.4387529,0.779545107,288.8062958,0.621741012,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.537373737
380,7.37901581,3.93386384,55.9361,7.796896679,55.9361106,38.48112914,0.474686101,107.0025429,0.273985348,0.485714286,31,0.033673469,0.2,27.06896552,0.140816327,2514.285714,0.72244898,0,0.463636364
381,7.37881961,3.91960143,157.7226,13.11232753,157.7226318,50.15935746,0.787770929,31.84165112,0.63540337,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.501010101
382,7.37800045,3.91884989,22.8332,7.993813412,22.83318943,19.79117826,0.732543034,243.2483424,0.5514316,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.651515152
383,7.37440976,3.93493306,234.4436,10.40697608,234.4435956,62.54769753,0.753053069,340.3024593,0.581187963,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.581818182
384,7.37899137,3.93538807,172.3301,10.76979219,172.3300919,52.39825606,0.788746269,47.4121533,0.635819155,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.5
385,7.37708133,3.93728695,110.6807,8.076717818,110.680661,42.01934982,0.787740097,259.0164544,0.634307942,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.597979798
386,7.38528095,3.93385399,209.6379,9.383294545,209.6378709,58.12973469,0.779619912,115.6959327,0.621276722,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.515151515
387,7.37939913,3.92193149,226.2633,11.66327858,226.2633308,60.35735553,0.780483332,227.4121578,0.622631484,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.515151515
388,7.37530459,3.92157537,50.0565,7.560831857,50.05654569,35.24777717,0.506299236,359.6172247,0.300791931,0.485714286,31,0.033673469,0.2,27.06896552,0.140816327,2514.285714,0.72244898,0,0.217171717
389,7.37850396,3.93597226,11.1481,9.41900948,11.14814667,13.79934848,0.735690881,40.19995143,0.555966355,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.828282828
390,7.38328334,3.93093902,150.0878,14.43689894,150.0877591,48.90821553,0.78848149,15.94468266,0.635848164,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.590909091
391,7.37753502,3.92049099,162.5124,8.76987629,162.5124209,50.95409615,0.786571523,99.86087123,0.632896899,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.570707071
392,7.38533026,3.92557393,143.3639,9.996978661,143.3638509,48.1437238,0.777266884,230.9667666,0.617787772,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.539393939
393,7.38363234,3.92011287,81.8025,6.991359733,81.80251554,38.17482278,0.705378899,208.3241151,0.514917895,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.818181818
394,7.37750327,3.93378135,127.8329,7.47968204,127.8329447,45.7547705,0.767325966,28.32410434,0.602706928,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.508080808
395,7.38302892,3.91919532,255.7846,22.14828324,255.7846095,67.02925172,0.715410865,135.1475893,0.528985302,0.385714286,40,0.187755102,0.247959184,29.51724138,0.38877551,1008.163265,0.578571429,5,0.108080808
396,7.38164331,3.92591901,327.6783,23.11353605,327.6783181,89.99324956,0.508437649,30.15042539,0.387181073,0.735714286,41,-0.164285714,0.193877551,34.68965517,0.169387755,2000,0.790816327,6,0.064646465
397,7.3743014,3.9314876,132.068,7.048970054,132.068028,45.99461734,0.784501064,22.63947715,0.62856985,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.5
398,7.37772717,3.92132502,206.0906,12.26920968,206.0905611,58.36546775,0.760249293,309.2302038,0.59155783,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.416161616
399,7.37729605,3.93341611,9.1755,5.161704969,9.175546264,12.09661402,0.787978098,284.58671,0.634688335,0.414285714,51,0.5,0.484693878,24.96551724,0.464285714,1016.326531,0.317346939,7,0.12020202
400,7.37899925,3.93261382,9.2611,6.762070416,9.261054237,12.15043444,0.7882912,59.90449293,0.63603636,0.687755102,27,0.004081633,0.18877551,23.37931034,0.243877551,1153.061224,0.67244898,1,0.245454545
401,7.37401133,3.93503949,41.3739,7.416382147,41.3739071,31.10402015,0.537407038,139.1478172,0.328571263,0.485714286,31,0.033673469,0.2,27.06896552,0.140816327,2514.285714,0.72244898,0,0.265656566
402,7.37806037,3.9284295,267.413,16.64179009,267.4130315,72.1362963,0.645780237,26.9348373,0.441743071,0.385714286,40,0.187755102,0.247959184,29.51724138,0.38877551,1008.163265,0.578571429,5,0.350505051
403,7.38744508,3.93019386,326.9844,17.47818607,326.9844425,77.58940506,0.68254629,238.4929381,0.485976098,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.565656566
404,7.38543614,3.92966451,67.6378,7.931351796,67.63778406,34.46965367,0.715361223,58.49292648,0.528290831,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.666666667
405,7.38217178,3.92042287,165.9711,10.2702232,165.9710783,52.20188693,0.765367252,264.6696498,0.599231575,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.511111111
406,7.3907512,3.92857928,8.2267,7.696123921,8.226671324,11.57563928,0.771514408,120.2036343,0.609777926,0.687755102,27,0.004081633,0.18877551,23.37931034,0.243877551,1153.061224,0.67244898,1,0.394949495
407,7.37656108,3.92264714,176.5714,12.83524934,176.5714256,53.8892044,0.764058732,300.9314839,0.597289122,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.727272727
408,7.37908705,3.92194019,126.791,11.90378939,126.7909736,46.11631557,0.749184867,334.9314332,0.575139398,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.698989899
409,7.3783166,3.91989246,234.9699,14.31734733,234.969911,76.56016273,0.503751579,154.9314309,0.500871594,0.385714286,40,0.187755102,0.247959184,29.51724138,0.38877551,1008.163265,0.578571429,5,0.176767677
410,7.38039756,3.93258408,141.7921,9.296014143,141.7921319,47.69766726,0.783191052,140.4586143,0.627064792,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.516161616
411,7.38707891,3.92848264,22.9967,8.671469443,22.9967405,19.47123429,0.762235521,29.89504494,0.595467937,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.863636364
412,7.37780605,3.93476987,217.5841,10.84300888,217.5840872,64.11513986,0.665144197,210.2926436,0.463906242,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.537373737
413,7.37441647,3.93581785,146.793,16.53249456,146.7930459,48.43170693,0.786422254,131.10089,0.632106569,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.53030303
414,7.37652694,3.9331355,85.7663,5.655745153,85.76633227,39.80922831,0.680078717,295.1281447,0.481874571,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.681818182
415,7.37799541,3.93349863,100.1963,6.471069273,100.1962841,41.70504599,0.723909491,316.9578948,0.539663394,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.795959596
416,7.38594321,3.92266558,157.642,8.655852592,157.6420388,50.26460806,0.784074457,266.2649578,0.628319441,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.565656566
417,7.37655123,3.92541312,167.7283,15.40790461,167.7283258,51.69420179,0.788737716,208.5061807,0.636674441,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.590909091
418,7.37999673,3.93714949,184.8601,14.50025156,184.8601273,54.54572946,0.780785256,246.4925943,0.623495707,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.503030303
419,7.37268999,3.93400208,37.3869,7.240637455,37.38688701,25.14937623,0.742804855,58.10378906,0.566647517,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.555555556
420,7.3803436,3.9227476,197.7419,16.18995061,197.7418922,60.88172963,0.670400895,79.40721531,0.528218869,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.42020202
421,7.38625613,3.9242832,31.2124,9.004629311,31.21244945,22.78885599,0.755253364,60.18630712,0.584010373,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.888888889
422,7.37778726,3.92897824,197.2279,13.30071434,197.2279074,56.89745915,0.76558336,116.3644015,0.600204847,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.747474747
423,7.37709698,3.92259682,232.1682,14.83689863,232.1681971,65.96067669,0.670567326,205.0478948,0.54008645,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.501010101
424,7.37641954,3.93760986,10.5638,6.233601042,10.56379408,12.98839467,0.786898718,300.9339018,0.633446261,0.414285714,51,0.5,0.484693878,24.96551724,0.464285714,1016.326531,0.317346939,7,0.483838384
425,7.38717844,3.92386564,77.0977,10.56330112,77.09773478,35.05799646,0.788274171,95.67349553,0.635862042,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.57979798
426,7.38429302,3.93069435,235.6809,10.61733652,235.6809386,61.27783939,0.78872832,141.6696288,0.636695274,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.545454545
427,7.37404022,3.93769705,154.3264,10.32735679,154.3263702,50.23256963,0.768562545,247.3928581,0.604093917,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.501010101
428,7.38929256,3.92924333,252.6752,13.30069138,252.6751937,63.57790807,0.785524985,99.06696972,0.631265704,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.650505051
429,7.38399729,3.9315147,14.0125,7.819848367,14.01246088,15.24186697,0.757962891,175.1796471,0.588385327,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.904040404
430,7.38012601,3.91801789,194.132,12.93083512,194.1320413,59.16056943,0.697015433,267.5605374,0.504661079,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.517171717
431,7.37497466,3.93023081,130.6614,8.948579053,130.6613725,56.03563433,0.522911863,93.4912894,0.345575797,0.485714286,31,0.033673469,0.2,27.06896552,0.140816327,2514.285714,0.72244898,0,0.483838384
432,7.37745269,3.91867937,142.3838,8.104103873,142.3838137,47.90616926,0.779628301,102.8378501,0.621492616,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.591919192
433,7.37522899,3.93246955,15.0366,5.444123136,15.03660661,15.6207164,0.774386559,349.1662805,0.613220069,0.414285714,51,0.5,0.484693878,24.96551724,0.464285714,1016.326531,0.317346939,7,0.394949495
434,7.37616831,3.93372189,31.0175,7.562009499,31.01749525,26.13597756,0.570609623,52.39663308,0.361281682,0.485714286,31,0.033673469,0.2,27.06896552,0.140816327,2514.285714,0.72244898,0,0.374747475
435,7.38356241,3.93144028,146.6556,8.408445578,146.6555907,48.45246737,0.785012716,119.3219705,0.630150052,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.527272727
436,7.37702323,3.93225726,16.864,8.84868308,16.86404588,16.82085661,0.748988969,33.41485798,0.575546251,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.707070707
437,7.37575566,3.93575325,8.0804,12.13368395,8.080364288,11.34743941,0.788578731,99.64260261,0.636242415,0.687755102,27,0.004081633,0.18877551,23.37931034,0.243877551,1153.061224,0.67244898,1,0.378787879
438,7.37193592,3.93681189,159.3937,11.25935081,159.3936681,50.73869236,0.77804083,358.273355,0.618998984,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.519191919
439,7.37676062,3.93077069,183.9792,12.12759898,183.9792162,54.47430397,0.779103667,283.9953504,0.620525725,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.505050505
440,7.38680518,3.92963112,18.2548,9.658868758,18.25483376,18.54290709,0.667163229,33.41915444,0.466173489,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.702020202
441,7.38918967,3.93006724,137.2493,18.67063807,137.249281,48.22185211,0.741706643,131.1835469,0.56525062,0.385714286,40,0.187755102,0.247959184,29.51724138,0.38877551,1008.163265,0.578571429,5,0.176767677
442,7.37980851,3.93567947,40.6255,10.56656425,40.62547136,30.14499759,0.561794871,244.5478636,0.351780494,0.485714286,31,0.033673469,0.2,27.06896552,0.140816327,2514.285714,0.72244898,0,0.443434343
443,7.37278688,3.93615025,139.04,8.640559031,139.0400495,47.13174705,0.786543418,180.1188085,0.632350942,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.560606061
444,7.37803993,3.93408423,132.7933,8.401920982,132.7932976,45.99871286,0.788668801,39.7211534,0.635718373,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.531313131
445,7.37856342,3.93651903,15.3717,9.992095399,15.37168593,16.12402979,0.742992078,273.9896279,0.566704741,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.54040404
446,7.37947873,3.93459749,205.9565,11.93406157,205.9564883,57.3257099,0.787565093,233.7709046,0.632022381,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.572727273
447,7.37528272,3.93418963,256.8293,13.08620544,256.8292944,65.94201627,0.742215429,185.4088514,0.565214249,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.614141414
448,7.38230091,3.93458464,179.895,15.63465982,179.8949939,54.28442232,0.767146841,340.4856387,0.602483726,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.521212121
449,7.38561145,3.92395115,113.0784,6.684361301,113.0783898,50.99220699,0.54648955,5.968692844,0.337064547,0.485714286,31,0.033673469,0.2,27.06896552,0.140816327,2514.285714,0.72244898,0,0.168686869
450,7.3799018,3.93575688,283.7692,9.509473389,283.7691537,69.94056806,0.728981888,175.4472004,0.546623138,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.448484848
451,7.38226253,3.92686211,82.5987,9.958003812,82.59871279,38.07398579,0.716022148,101.5123007,0.528658193,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.616161616
452,7.38508073,3.92691658,19.4697,10.24559249,19.4696974,17.61481005,0.78852077,100.9214029,0.635962467,0.687755102,27,0.004081633,0.18877551,23.37931034,0.243877551,1153.061224,0.67244898,1,0.398989899
453,7.37944822,3.93815355,43.7433,8.407316295,43.74331865,27.23504577,0.741080479,128.5022866,0.563461967,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.565656566
454,7.37902074,3.93270416,226.6136,10.24473845,226.613613,62.20321987,0.735986973,317.2457866,0.55613499,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.771717172
455,7.38218328,3.93493373,26.3651,12.95813759,26.36512542,20.51353606,0.787333349,235.4402984,0.633788215,0.414285714,51,0.5,0.484693878,24.96551724,0.464285714,1016.326531,0.317346939,7,0.164646465
456,7.38014483,3.93331513,152.6637,8.824574114,152.6636546,49.51223279,0.782565136,124.3260839,0.625960837,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.546464646
457,7.38343389,3.92212476,7.1719,10.87105884,7.171905379,10.70175187,0.786927388,30.90675843,0.633555787,0.687755102,27,0.004081633,0.18877551,23.37931034,0.243877551,1153.061224,0.67244898,1,0.241414141
458,7.38912517,3.92892477,311.9763,11.12794001,311.9762562,84.13773727,0.553795917,99.97987052,0.366999788,0.385714286,40,0.187755102,0.247959184,29.51724138,0.38877551,1008.163265,0.578571429,5,0.342424242
459,7.38386439,3.91990637,147.4367,10.95618852,147.4366505,48.49801873,0.787711754,310.1288146,0.63447739,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.525252525
460,7.38085073,3.93059202,75.0151,12.14052172,75.01510345,34.88513001,0.7746007,130.1287985,0.610289636,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.595959596
461,7.385173,3.93039349,12.5556,2.801918195,12.55564237,14.43656558,0.757043831,179.267161,0.587139317,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.570707071
462,7.38373287,3.9317118,20.8052,11.18077543,20.80520787,18.67527123,0.749631948,252.2508344,0.575872407,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.813131313
463,7.38138191,3.92700866,444.2553,33.93157273,444.2552768,96.04291026,0.605218,295.3941549,0.395992318,0.735714286,41,-0.164285714,0.193877551,34.68965517,0.169387755,2000,0.790816327,6,0.068686869
464,7.38542376,3.92426637,136.0038,7.95350354,136.0038028,47.329046,0.762966404,306.8979355,0.595650851,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.602020202
465,7.38262851,3.92975533,194.2558,10.77570103,194.2557884,63.17310249,0.611673155,280.1144931,0.402705366,0.385714286,40,0.187755102,0.247959184,29.51724138,0.38877551,1008.163265,0.578571429,5,0.455555556
466,7.3854525,3.9215036,16.2634,10.9876969,16.26339964,16.3868197,0.761082695,178.1424047,0.592757025,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.747474747
467,7.37249495,3.93606625,181.2842,14.55478582,181.2841641,53.74528601,0.788658477,113.8902853,0.635686073,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.512121212
468,7.37830045,3.93029455,16.3896,2.899358064,16.38960768,16.21050007,0.783764516,291.9592818,0.627966963,0.414285714,51,0.5,0.484693878,24.96551724,0.464285714,1016.326531,0.317346939,7,0.439393939
469,7.38531482,3.93020468,198.2469,10.46306489,198.2469137,58.02446522,0.739935742,309.1652847,0.561930196,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.8
470,7.37673415,3.93255723,74.0241,5.382842927,74.02405272,40.17504987,0.576328204,148.890985,0.366850618,0.485714286,31,0.033673469,0.2,27.06896552,0.140816327,2514.285714,0.72244898,0,0.346464646
471,7.38035766,3.92314576,368.0878,13.99576685,368.0878175,81.00333388,0.704945465,104.1455823,0.562816539,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.771717172
472,7.37777582,3.92113622,89.1799,5.912528857,89.17992799,41.19468228,0.660381147,122.9626367,0.458595716,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.550505051
473,7.3869703,3.92218114,197.7101,11.64902461,197.7100624,60.67195521,0.674936097,119.1199841,0.490399196,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.424242424
474,7.37215662,3.93571269,67.6804,9.804808635,67.68038212,35.18970603,0.686817557,47.64314297,0.490822215,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.797979798
475,7.37668522,3.92075988,26.354,3.623890378,26.35396006,20.53087611,0.785671108,227.6431392,0.631515793,0.414285714,51,0.5,0.484693878,24.96551724,0.464285714,1016.326531,0.317346939,7,0.136363636
476,7.38224907,3.93559864,162.7621,19.13139246,162.7620929,52.06780608,0.754439767,179.9476612,0.58337971,0.385714286,40,0.187755102,0.247959184,29.51724138,0.38877551,1008.163265,0.578571429,5,0.483838384
477,7.37340824,3.93790645,143.4211,10.72768884,143.4210681,48.20461389,0.775613928,191.0022207,0.615026806,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.523232323
478,7.37292003,3.93414763,27.9557,6.616600199,27.9557291,21.14376361,0.785807371,209.5005284,0.631265544,0.687755102,27,0.004081633,0.18877551,23.37931034,0.243877551,1153.061224,0.67244898,1,0.31010101
479,7.3764779,3.93193915,336.7058,13.00446024,336.7058214,76.62745705,0.720595694,29.50052059,0.534529958,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.597979798
480,7.38466551,3.93066528,58.4809,8.063203295,58.48091758,31.60024202,0.735941383,227.2609216,0.556192513,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.555555556
481,7.38750606,3.92304476,94.0669,16.57122093,94.06688479,38.7298938,0.788050436,299.8837,0.634850895,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.587878788
482,7.37397524,3.93258651,75.5293,8.752471185,75.52934204,35.46529453,0.75460282,223.6394852,0.583670238,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.954545455
483,7.38179229,3.93391419,194.3152,9.721532493,194.3152093,63.90791313,0.59787086,310.0047172,0.453022078,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.581818182
484,7.37396561,3.93569527,263.2542,19.90490924,263.2542022,66.42122112,0.74984494,281.5889949,0.576334998,0.385714286,40,0.187755102,0.247959184,29.51724138,0.38877551,1008.163265,0.578571429,5,0.221212121
485,7.38036924,3.9312065,24.6307,6.17323359,24.63069317,20.10339964,0.765856647,77.73958483,0.600405893,0.687755102,27,0.004081633,0.18877551,23.37931034,0.243877551,1153.061224,0.67244898,1,0.176767677
486,7.38297124,3.92363985,215.5485,13.70053336,215.5484623,62.48939378,0.693652842,143.7320023,0.531586358,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.432323232
487,7.37709983,3.92066986,197.0581,11.43914319,197.0581446,57.06487615,0.7604427,108.6066398,0.592264405,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.436363636
488,7.37260645,3.93637047,161.0059,7.643647677,161.005861,50.71868514,0.786530517,280.8585188,0.632289185,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.594949495
489,7.37706728,3.92820583,135.9126,7.415020577,135.9125925,46.53345362,0.788749303,303.0806494,0.635865411,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.503030303
490,7.38380261,3.93090674,20.2642,9.123867762,20.26417577,20.04639811,0.633674318,252.0812028,0.507346301,0.223469388,25,0.659183673,0.484693878,30,0.707142857,50,0.101020408,8,0.853535354
491,7.37675821,3.9348497,147.3318,13.22503497,147.3317774,48.54898432,0.785499648,154.8287348,0.63068994,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.501010101
492,7.38118868,3.9219211,142.3866,7.112454721,142.3865678,48.25414421,0.768439446,49.12346183,0.604460717,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.554545455
493,7.37964952,3.91909661,176.6031,7.353885965,176.6031113,54.21152494,0.755135638,290.9429524,0.584251002,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.492929293
494,7.37415988,3.9387775,325.2897,15.30271298,325.2897425,77.02907792,0.688923238,289.7831908,0.493554338,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.412121212
495,7.37769372,3.92432457,199.0587,9.22033079,199.0587156,56.62202246,0.780225798,143.5800737,0.622777782,0.504081633,29,0.180612245,0.17755102,23.4137931,0.383673469,1691.836735,0.506122449,2,0.586868687
496,7.37512866,3.93794644,264.6294,14.34025525,264.6294377,83.03158005,0.482349034,313.2711389,0.33201838,0.385714286,40,0.187755102,0.247959184,29.51724138,0.38877551,1008.163265,0.578571429,5,0.209090909
497,7.37281362,3.93476139,166.8897,14.89997666,166.889748,52.04190234,0.774342678,202.5171901,0.61314835,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.564646465
498,7.37143372,3.93685942,122.2842,12.90683967,122.2842066,44.26217525,0.784358717,239.7225887,0.629557488,0.25,32,0.196938776,0.293877551,27.62068966,0.387755102,1510.204082,0.370408163,4,0.546464646
499,7.37324698,3.93523245,176.0662,7.958733579,176.0662092,57.77622941,0.662807611,59.72258689,0.536079751,0.4,64,0.371428571,0.468367347,25.82758621,0.507142857,814.2857143,0.359183673,3,0.505050505
